id,grid_solution,steps
lgp-test-4x2-8,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""white""], [""2"", ""Alice"", ""red""], [""3"", ""Arnold"", ""green""], [""4"", ""Eric"", ""yellow""]]}",16
lgp-test-4x6-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""basketball"", ""honda_civic"", ""prince"", ""teacher"", ""fish""], [""2"", ""Peter"", ""soccer"", ""toyota_camry"", ""dunhill"", ""doctor"", ""dog""], [""3"", ""Arnold"", ""swimming"", ""ford_f150"", ""blue_master"", ""engineer"", ""bird""], [""4"", ""Eric"", ""tennis"", ""tesla_model_3"", ""pall_mall"", ""artist"", ""cat""]]}",169
lgp-test-4x2-38,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""craftsman""], [""2"", ""Arnold"", ""colonial""], [""3"", ""Eric"", ""victorian""], [""4"", ""Alice"", ""ranch""]]}",15
lgp-test-4x6-38,{},67
lgp-test-5x6-4,{},143
lgp-test-3x3-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""Janelle"", ""grilled_cheese""], [""2"", ""Arnold"", ""Aniya"", ""spaghetti""], [""3"", ""Peter"", ""Holly"", ""pizza""]]}",10
lgp-test-4x5-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""pall_mall"", ""master"", ""lilies"", ""cooking""], [""2"", ""Eric"", ""blue_master"", ""bachelor"", ""daffodils"", ""gardening""], [""3"", ""Arnold"", ""dunhill"", ""high_school"", ""roses"", ""painting""], [""4"", ""Alice"", ""prince"", ""associate"", ""carnations"", ""photography""]]}",32
lgp-test-6x6-14,{},730
lgp-test-5x6-2,{},15
lgp-test-3x3-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""city"", ""short""], [""2"", ""Arnold"", ""mountain"", ""average""], [""3"", ""Eric"", ""beach"", ""very_short""]]}",9
lgp-test-6x6-32,{},2046
lgp-test-3x3-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""basketball"", ""Fred""], [""2"", ""Arnold"", ""tennis"", ""Meredith""], [""3"", ""Eric"", ""soccer"", ""Bella""]]}",33
lgp-test-2x5-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""gardening"", ""dog"", ""Holly"", ""yellow""], [""2"", ""Arnold"", ""photography"", ""cat"", ""Aniya"", ""red""]]}",13
lgp-test-4x3-29,{},28
lgp-test-5x3-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""carnations"", ""cat""], [""2"", ""Alice"", ""tulips"", ""dog""], [""3"", ""Eric"", ""roses"", ""horse""], [""4"", ""Peter"", ""daffodils"", ""fish""], [""5"", ""Bob"", ""lilies"", ""bird""]]}",18
lgp-test-4x2-5,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""master""], [""2"", ""Alice"", ""bachelor""], [""3"", ""Peter"", ""high_school""], [""4"", ""Arnold"", ""associate""]]}",103
lgp-test-4x4-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""painting"", ""mountain"", ""honda_civic""], [""2"", ""Arnold"", ""gardening"", ""city"", ""tesla_model_3""], [""3"", ""Eric"", ""cooking"", ""cruise"", ""ford_f150""], [""4"", ""Peter"", ""photography"", ""beach"", ""toyota_camry""]]}",40
lgp-test-5x3-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""fish"", ""mar""], [""2"", ""Arnold"", ""cat"", ""april""], [""3"", ""Bob"", ""bird"", ""jan""], [""4"", ""Eric"", ""horse"", ""feb""], [""5"", ""Peter"", ""dog"", ""sept""]]}",49
lgp-test-3x2-17,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""prince""], [""2"", ""Arnold"", ""blue_master""], [""3"", ""Eric"", ""pall_mall""]]}",16
lgp-test-3x5-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""blonde"", ""horse"", ""classical"", ""desert""], [""2"", ""Peter"", ""brown"", ""bird"", ""pop"", ""watermelon""], [""3"", ""Eric"", ""black"", ""cat"", ""rock"", ""cherry""]]}",38
lgp-test-5x5-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""soccer"", ""average"", ""cruise"", ""victorian""], [""2"", ""Bob"", ""tennis"", ""tall"", ""beach"", ""craftsman""], [""3"", ""Eric"", ""swimming"", ""very_short"", ""mountain"", ""modern""], [""4"", ""Peter"", ""baseball"", ""short"", ""camping"", ""ranch""], [""5"", ""Alice"", ""basketball"", ""very_tall"", ""city"", ""colonial""]]}",90
lgp-test-4x6-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""Meredith"", ""desert"", ""spaghetti"", ""Kailyn"", ""roses""], [""2"", ""Arnold"", ""Bella"", ""watermelon"", ""pizza"", ""Aniya"", ""daffodils""], [""3"", ""Eric"", ""Fred"", ""cherry"", ""grilled_cheese"", ""Janelle"", ""lilies""], [""4"", ""Peter"", ""Samantha"", ""dragonfruit"", ""stew"", ""Holly"", ""carnations""]]}",46
lgp-test-3x2-16,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""high_school""], [""2"", ""Eric"", ""associate""], [""3"", ""Peter"", ""bachelor""]]}",10
lgp-test-2x3-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""tesla_model_3"", ""Bella""], [""2"", ""Eric"", ""ford_f150"", ""Fred""]]}",7
lgp-test-3x3-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""high_school"", ""romance""], [""2"", ""Arnold"", ""bachelor"", ""science_fiction""], [""3"", ""Peter"", ""associate"", ""mystery""]]}",22
lgp-test-4x2-10,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""blonde""], [""2"", ""Peter"", ""black""], [""3"", ""Alice"", ""red""], [""4"", ""Arnold"", ""brown""]]}",13
lgp-test-3x5-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""desert"", ""daffodils"", ""cat"", ""cooking""], [""2"", ""Peter"", ""watermelon"", ""carnations"", ""horse"", ""gardening""], [""3"", ""Eric"", ""cherry"", ""lilies"", ""bird"", ""photography""]]}",28
lgp-test-6x2-24,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""cruise""], [""2"", ""Eric"", ""mountain""], [""3"", ""Carol"", ""camping""], [""4"", ""Alice"", ""cultural""], [""5"", ""Arnold"", ""city""], [""6"", ""Bob"", ""beach""]]}",118
lgp-test-6x6-22,{},390
lgp-test-6x3-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Carol"", ""teacher"", ""fantasy""], [""2"", ""Arnold"", ""engineer"", ""biography""], [""3"", ""Alice"", ""nurse"", ""romance""], [""4"", ""Peter"", ""artist"", ""mystery""], [""5"", ""Bob"", ""doctor"", ""science_fiction""], [""6"", ""Eric"", ""lawyer"", ""historical_fiction""]]}",35
lgp-test-3x2-34,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""google_pixel_6""], [""2"", ""Peter"", ""samsung_galaxy_s21""], [""3"", ""Eric"", ""iphone_13""]]}",8
lgp-test-2x3-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""brown"", ""daffodils""], [""2"", ""Eric"", ""black"", ""carnations""]]}",6
lgp-test-5x6-34,{},85
lgp-test-5x6-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""mystery"", ""Kailyn"", ""huawei_p50"", ""brit"", ""modern""], [""2"", ""Eric"", ""biography"", ""Aniya"", ""google_pixel_6"", ""swede"", ""victorian""], [""3"", ""Peter"", ""science_fiction"", ""Penny"", ""oneplus_9"", ""dane"", ""ranch""], [""4"", ""Bob"", ""fantasy"", ""Holly"", ""samsung_galaxy_s21"", ""norwegian"", ""colonial""], [""5"", ""Arnold"", ""romance"", ""Janelle"", ""iphone_13"", ""german"", ""craftsman""]]}",45
lgp-test-6x3-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""dane"", ""cherry""], [""2"", ""Bob"", ""brit"", ""blueberry""], [""3"", ""Arnold"", ""norwegian"", ""dragonfruit""], [""4"", ""Peter"", ""swede"", ""lime""], [""5"", ""Carol"", ""chinese"", ""watermelon""], [""6"", ""Alice"", ""german"", ""desert""]]}",155
lgp-test-3x5-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""pall_mall"", ""gardening"", ""bachelor"", ""water""], [""2"", ""Arnold"", ""blue_master"", ""photography"", ""associate"", ""milk""], [""3"", ""Eric"", ""prince"", ""cooking"", ""high_school"", ""tea""]]}",62
lgp-test-5x4-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""lawyer"", ""brit"", ""roses""], [""2"", ""Peter"", ""engineer"", ""swede"", ""tulips""], [""3"", ""Alice"", ""artist"", ""norwegian"", ""daffodils""], [""4"", ""Bob"", ""teacher"", ""german"", ""lilies""], [""5"", ""Eric"", ""doctor"", ""dane"", ""carnations""]]}",29
lgp-test-3x2-24,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""sept""], [""2"", ""Eric"", ""jan""], [""3"", ""Arnold"", ""april""]]}",7
lgp-test-4x6-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""cat"", ""associate"", ""tea"", ""fantasy"", ""april""], [""2"", ""Arnold"", ""horse"", ""high_school"", ""milk"", ""science_fiction"", ""jan""], [""3"", ""Peter"", ""fish"", ""bachelor"", ""coffee"", ""romance"", ""feb""], [""4"", ""Alice"", ""bird"", ""master"", ""water"", ""mystery"", ""sept""]]}",38
lgp-test-5x4-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Bob"", ""Kailyn"", ""dane"", ""jan""], [""2"", ""Eric"", ""Penny"", ""swede"", ""april""], [""3"", ""Alice"", ""Holly"", ""brit"", ""sept""], [""4"", ""Peter"", ""Aniya"", ""german"", ""feb""], [""5"", ""Arnold"", ""Janelle"", ""norwegian"", ""mar""]]}",33
lgp-test-5x3-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""dog"", ""ford_f150""], [""2"", ""Eric"", ""bird"", ""tesla_model_3""], [""3"", ""Bob"", ""horse"", ""bmw_3_series""], [""4"", ""Peter"", ""fish"", ""honda_civic""], [""5"", ""Arnold"", ""cat"", ""toyota_camry""]]}",18
lgp-test-3x3-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""Meredith"", ""mountain""], [""2"", ""Eric"", ""Bella"", ""beach""], [""3"", ""Arnold"", ""Fred"", ""city""]]}",16
lgp-test-3x6-28,{},37
lgp-test-4x3-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""grilled_cheese"", ""cat""], [""2"", ""Eric"", ""stew"", ""horse""], [""3"", ""Arnold"", ""pizza"", ""bird""], [""4"", ""Alice"", ""spaghetti"", ""fish""]]}",45
lgp-test-2x6-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""gardening"", ""samsung_galaxy_s21"", ""Bella"", ""horse"", ""mountain""], [""2"", ""Arnold"", ""photography"", ""iphone_13"", ""Fred"", ""cat"", ""beach""]]}",15
lgp-test-6x6-34,{},144
lgp-test-5x5-26,{},45
lgp-test-4x5-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""engineer"", ""cat"", ""short"", ""romance""], [""2"", ""Eric"", ""teacher"", ""fish"", ""very_short"", ""fantasy""], [""3"", ""Alice"", ""doctor"", ""bird"", ""tall"", ""science_fiction""], [""4"", ""Peter"", ""artist"", ""dog"", ""average"", ""mystery""]]}",28
lgp-test-2x6-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""engineer"", ""grilled_cheese"", ""water"", ""photography"", ""Bella""], [""2"", ""Eric"", ""doctor"", ""pizza"", ""tea"", ""gardening"", ""Fred""]]}",22
lgp-test-6x4-27,{},238
lgp-test-5x2-23,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""knitting""], [""2"", ""Eric"", ""gardening""], [""3"", ""Peter"", ""photography""], [""4"", ""Arnold"", ""painting""], [""5"", ""Alice"", ""cooking""]]}",19
lgp-test-2x3-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""cat"", ""short""], [""2"", ""Arnold"", ""dog"", ""very_short""]]}",7
lgp-test-5x3-23,{},20
lgp-test-5x4-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""swede"", ""stew"", ""watermelon""], [""2"", ""Peter"", ""norwegian"", ""spaghetti"", ""dragonfruit""], [""3"", ""Bob"", ""german"", ""pizza"", ""desert""], [""4"", ""Arnold"", ""brit"", ""grilled_cheese"", ""lime""], [""5"", ""Alice"", ""dane"", ""stir_fry"", ""cherry""]]}",138
lgp-test-6x6-10,{},191
lgp-test-3x3-33,{},6
lgp-test-5x4-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""classical"", ""black"", ""dane""], [""2"", ""Arnold"", ""jazz"", ""gray"", ""german""], [""3"", ""Bob"", ""pop"", ""blonde"", ""norwegian""], [""4"", ""Peter"", ""hip_hop"", ""red"", ""brit""], [""5"", ""Eric"", ""rock"", ""brown"", ""swede""]]}",139
lgp-test-3x2-14,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""Meredith""], [""2"", ""Arnold"", ""Bella""], [""3"", ""Eric"", ""Fred""]]}",7
lgp-test-3x6-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""sept"", ""photography"", ""pizza"", ""science_fiction"", ""Holly""], [""2"", ""Eric"", ""jan"", ""cooking"", ""grilled_cheese"", ""romance"", ""Aniya""], [""3"", ""Arnold"", ""april"", ""gardening"", ""spaghetti"", ""mystery"", ""Janelle""]]}",34
lgp-test-3x6-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""blue_master"", ""horse"", ""Meredith"", ""romance"", ""google_pixel_6""], [""2"", ""Eric"", ""pall_mall"", ""cat"", ""Fred"", ""mystery"", ""iphone_13""], [""3"", ""Arnold"", ""prince"", ""bird"", ""Bella"", ""science_fiction"", ""samsung_galaxy_s21""]]}",25
lgp-test-2x6-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""red"", ""mountain"", ""ford_f150"", ""Fred"", ""high_school""], [""2"", ""Eric"", ""yellow"", ""beach"", ""tesla_model_3"", ""Bella"", ""associate""]]}",14
lgp-test-3x6-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""brit"", ""Janelle"", ""soccer"", ""doctor"", ""rock""], [""2"", ""Eric"", ""swede"", ""Holly"", ""basketball"", ""engineer"", ""classical""], [""3"", ""Peter"", ""dane"", ""Aniya"", ""tennis"", ""teacher"", ""pop""]]}",18
lgp-test-6x3-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Bob"", ""water"", ""artist""], [""2"", ""Peter"", ""tea"", ""teacher""], [""3"", ""Eric"", ""coffee"", ""nurse""], [""4"", ""Alice"", ""root_beer"", ""doctor""], [""5"", ""Arnold"", ""boba_tea"", ""engineer""], [""6"", ""Carol"", ""milk"", ""lawyer""]]}",200
lgp-test-5x3-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""artist"", ""cruise""], [""2"", ""Alice"", ""lawyer"", ""mountain""], [""3"", ""Eric"", ""teacher"", ""city""], [""4"", ""Bob"", ""engineer"", ""camping""], [""5"", ""Peter"", ""doctor"", ""beach""]]}",16
lgp-test-4x3-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""coffee"", ""grilled_cheese""], [""2"", ""Alice"", ""tea"", ""spaghetti""], [""3"", ""Eric"", ""milk"", ""stew""], [""4"", ""Arnold"", ""water"", ""pizza""]]}",39
lgp-test-6x5-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""prince"", ""iphone_13"", ""chevrolet_silverado"", ""brit""], [""2"", ""Peter"", ""yellow_monster"", ""huawei_p50"", ""honda_civic"", ""swede""], [""3"", ""Eric"", ""pall_mall"", ""xiaomi_mi_11"", ""bmw_3_series"", ""dane""], [""4"", ""Alice"", ""blends"", ""samsung_galaxy_s21"", ""tesla_model_3"", ""german""], [""5"", ""Arnold"", ""blue_master"", ""google_pixel_6"", ""ford_f150"", ""chinese""], [""6"", ""Carol"", ""dunhill"", ""oneplus_9"", ""toyota_camry"", ""norwegian""]]}",1142
lgp-test-6x5-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""master"", ""doctor"", ""tesla_model_3"", ""mar""], [""2"", ""Arnold"", ""trade_school"", ""lawyer"", ""toyota_camry"", ""jan""], [""3"", ""Eric"", ""associate"", ""engineer"", ""ford_f150"", ""feb""], [""4"", ""Bob"", ""bachelor"", ""nurse"", ""honda_civic"", ""april""], [""5"", ""Carol"", ""high_school"", ""artist"", ""chevrolet_silverado"", ""sept""], [""6"", ""Alice"", ""doctorate"", ""teacher"", ""bmw_3_series"", ""may""]]}",188
lgp-test-2x4-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""Aniya"", ""ford_f150"", ""short""], [""2"", ""Eric"", ""Holly"", ""tesla_model_3"", ""very_short""]]}",10
lgp-test-6x4-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Carol"", ""bachelor"", ""horse"", ""volleyball""], [""2"", ""Alice"", ""associate"", ""fish"", ""tennis""], [""3"", ""Bob"", ""high_school"", ""bird"", ""soccer""], [""4"", ""Arnold"", ""trade_school"", ""cat"", ""swimming""], [""5"", ""Peter"", ""doctorate"", ""rabbit"", ""baseball""], [""6"", ""Eric"", ""master"", ""dog"", ""basketball""]]}",136
lgp-test-6x6-18,{},834
lgp-test-6x3-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""bachelor"", ""xiaomi_mi_11""], [""2"", ""Arnold"", ""high_school"", ""oneplus_9""], [""3"", ""Carol"", ""master"", ""huawei_p50""], [""4"", ""Bob"", ""trade_school"", ""iphone_13""], [""5"", ""Alice"", ""doctorate"", ""google_pixel_6""], [""6"", ""Eric"", ""associate"", ""samsung_galaxy_s21""]]}",332
lgp-test-2x4-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""colonial"", ""april"", ""pop""], [""2"", ""Eric"", ""victorian"", ""sept"", ""rock""]]}",9
lgp-test-3x4-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""mountain"", ""basketball"", ""sept""], [""2"", ""Arnold"", ""city"", ""tennis"", ""jan""], [""3"", ""Peter"", ""beach"", ""soccer"", ""april""]]}",18
lgp-test-5x6-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""green"", ""cherry"", ""jan"", ""romance"", ""average""], [""2"", ""Arnold"", ""red"", ""lime"", ""mar"", ""science_fiction"", ""very_tall""], [""3"", ""Eric"", ""blue"", ""watermelon"", ""sept"", ""biography"", ""very_short""], [""4"", ""Peter"", ""white"", ""desert"", ""feb"", ""fantasy"", ""short""], [""5"", ""Bob"", ""yellow"", ""dragonfruit"", ""april"", ""mystery"", ""tall""]]}",90
lgp-test-3x2-33,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""milk""], [""2"", ""Eric"", ""tea""], [""3"", ""Peter"", ""water""]]}",8
lgp-test-5x3-37,{},393
lgp-test-2x3-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""beach"", ""victorian""], [""2"", ""Arnold"", ""mountain"", ""colonial""]]}",6
